pid,Segment_Q1,Segment_Q2,WC_Q1,WC_Q2,Analytic_Q1,Analytic_Q2,Clout_Q1,Clout_Q2,Authentic_Q1,Authentic_Q2,Tone_Q1,Tone_Q2,WPS_Q1,WPS_Q2,BigWords_Q1,BigWords_Q2,Dic_Q1,Dic_Q2,Linguistic_Q1,Linguistic_Q2,function_Q1,function_Q2,pronoun_Q1,pronoun_Q2,ppron_Q1,ppron_Q2,i_Q1,i_Q2,we_Q1,we_Q2,you_Q1,you_Q2,shehe_Q1,shehe_Q2,they_Q1,they_Q2,ipron_Q1,ipron_Q2,det_Q1,det_Q2,article_Q1,article_Q2,number_Q1,number_Q2,prep_Q1,prep_Q2,auxverb_Q1,auxverb_Q2,adverb_Q1,adverb_Q2,conj_Q1,conj_Q2,negate_Q1,negate_Q2,verb_Q1,verb_Q2,adj_Q1,adj_Q2,quantity_Q1,quantity_Q2,Drives_Q1,Drives_Q2,affiliation_Q1,affiliation_Q2,achieve_Q1,achieve_Q2,power_Q1,power_Q2,Cognition_Q1,Cognition_Q2,allnone_Q1,allnone_Q2,cogproc_Q1,cogproc_Q2,insight_Q1,insight_Q2,cause_Q1,cause_Q2,discrep_Q1,discrep_Q2,tentat_Q1,tentat_Q2,certitude_Q1,certitude_Q2,differ_Q1,differ_Q2,memory_Q1,memory_Q2,Affect_Q1,Affect_Q2,tone_pos_Q1,tone_pos_Q2,tone_neg_Q1,tone_neg_Q2,emotion_Q1,emotion_Q2,emo_pos_Q1,emo_pos_Q2,emo_neg_Q1,emo_neg_Q2,emo_anx_Q1,emo_anx_Q2,emo_anger_Q1,emo_anger_Q2,emo_sad_Q1,emo_sad_Q2,swear_Q1,swear_Q2,Social_Q1,Social_Q2,socbehav_Q1,socbehav_Q2,prosocial_Q1,prosocial_Q2,polite_Q1,polite_Q2,conflict_Q1,conflict_Q2,moral_Q1,moral_Q2,comm_Q1,comm_Q2,socrefs_Q1,socrefs_Q2,family_Q1,family_Q2,friend_Q1,friend_Q2,female_Q1,female_Q2,male_Q1,male_Q2,Culture_Q1,Culture_Q2,politic_Q1,politic_Q2,ethnicity_Q1,ethnicity_Q2,tech_Q1,tech_Q2,Lifestyle_Q1,Lifestyle_Q2,leisure_Q1,leisure_Q2,home_Q1,home_Q2,work_Q1,work_Q2,money_Q1,money_Q2,relig_Q1,relig_Q2,Physical_Q1,Physical_Q2,health_Q1,health_Q2,illness_Q1,illness_Q2,wellness_Q1,wellness_Q2,mental_Q1,mental_Q2,substances_Q1,substances_Q2,sexual_Q1,sexual_Q2,food_Q1,food_Q2,death_Q1,death_Q2,need_Q1,need_Q2,want_Q1,want_Q2,acquire_Q1,acquire_Q2,lack_Q1,lack_Q2,fulfill_Q1,fulfill_Q2,fatigue_Q1,fatigue_Q2,reward_Q1,reward_Q2,risk_Q1,risk_Q2,curiosity_Q1,curiosity_Q2,allure_Q1,allure_Q2,Perception_Q1,Perception_Q2,attention_Q1,attention_Q2,motion_Q1,motion_Q2,space_Q1,space_Q2,visual_Q1,visual_Q2,auditory_Q1,auditory_Q2,feeling_Q1,feeling_Q2,time_Q1,time_Q2,focuspast_Q1,focuspast_Q2,focuspresent_Q1,focuspresent_Q2,focusfuture_Q1,focusfuture_Q2,Conversation_Q1,Conversation_Q2,netspeak_Q1,netspeak_Q2,assent_Q1,assent_Q2,nonflu_Q1,nonflu_Q2,filler_Q1,filler_Q2,AllPunc_Q1,AllPunc_Q2,Period_Q1,Period_Q2,Comma_Q1,Comma_Q2,QMark_Q1,QMark_Q2,Exclam_Q1,Exclam_Q2,Apostro_Q1,Apostro_Q2,OtherP_Q1,OtherP_Q2,Emoji_Q1,Emoji_Q2
R_4G6rO6u8exqtpAV,1.0,1.0,262.0,310.0,20.39,33.29,4.05,1.48,97.95,89.93,25.14,10.61,13.79,14.089999999999998,14.89,20.0,94.27,89.03,75.57,68.06,58.78,52.9,16.03,15.48,8.02,10.65,5.73,8.71,0.0,0.0,0.38,0.0,0.0,0.0,1.91,1.61,8.02,4.84,14.89,11.29,6.11,4.52,2.67,0.0,11.83,12.9,8.78,10.0,9.92,5.16,9.16,7.74,1.53,1.29,17.56,17.42,5.73,7.1,8.4,3.55,2.67,2.58,2.29,1.94,0.38,0.0,0.0,0.65,39.31,30.320000000000004,0.38,0.0,19.47,19.68,4.2,3.23,0.76,1.29,1.15,3.23,6.87,9.03,2.67,0.32,6.11,6.13,0.0,0.0,6.87,3.55,3.44,0.97,3.05,1.94,2.67,1.61,0.0,0.0,2.29,0.97,1.15,0.97,1.15,0.0,0.0,0.0,0.76,0.0,8.78,11.61,4.96,8.71,1.53,0.0,0.0,1.29,0.0,0.32,0.38,0.32,2.29,4.19,3.82,3.23,0.0,0.0,1.15,0.32,0.0,0.0,0.0,0.0,1.15,1.29,0.0,0.32,0.0,0.0,1.15,0.97,2.67,1.94,0.38,0.0,0.0,0.0,1.53,1.94,0.76,0.0,0.0,0.0,2.29,5.48,0.38,3.55,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.0,0.38,0.0,0.38,0.32,0.38,0.65,0.0,0.65,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,1.94,0.38,0.65,10.31,8.39,6.49,8.71,0.38,2.58,1.15,0.65,3.05,4.52,1.53,1.29,0.0,0.0,0.76,0.65,10.31,5.16,5.73,2.9,8.78,5.16,1.91,0.97,0.38,0.97,0.0,0.32,0.0,0.32,0.0,0.0,0.38,0.32,22.14,19.35,4.96,5.81,5.34,4.19,2.29,2.58,0.0,0.0,6.87,3.23,2.67,3.55,0.0,0.0
R_4HeSPUC68yjFO8N,1.0,1.0,196.0,194.0,53.8,45.53,26.24,1.49,97.09,94.22999999999999,34.6,52.04,17.82,14.92,21.43,24.23,93.37,89.69,70.92,65.46,54.08,49.48,12.76,15.46,7.65,12.37,5.610000000000001,10.31,0.0,0.0,1.02,0.52,0.0,0.52,1.02,1.03,5.1,3.0899999999999994,17.86,12.890000000000002,8.67,6.7,1.53,0.0,12.24,12.890000000000002,5.610000000000001,9.79,9.18,4.12,8.16,7.220000000000001,0.51,1.03,15.31,19.07,6.12,5.67,6.12,3.0899999999999994,5.1,0.52,3.5699999999999994,0.52,0.0,0.0,1.53,0.0,26.53,29.9,1.02,0.0,14.8,18.04,6.63,5.67,1.02,2.06,1.53,5.15,3.06,2.06,0.51,0.0,2.55,4.12,0.0,0.0,5.1,6.19,3.06,4.12,2.04,2.06,1.02,2.06,0.0,1.03,1.02,1.03,0.0,0.52,1.02,0.0,0.0,0.0,0.0,0.0,12.76,7.73,7.139999999999999,5.67,1.02,0.0,0.51,0.0,0.51,0.0,1.02,0.52,2.04,3.6100000000000003,5.1,2.06,0.0,0.0,1.53,0.0,0.0,0.0,0.0,0.52,0.51,0.0,0.0,0.0,0.0,0.0,0.51,0.0,6.63,5.67,2.04,0.0,0.0,0.0,4.59,5.15,0.0,0.52,0.0,0.0,6.63,5.67,1.53,4.64,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,1.03,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,3.0899999999999994,0.51,0.52,8.16,3.6100000000000003,9.18,9.79,1.02,2.06,2.04,0.52,5.610000000000001,5.15,0.0,2.06,0.0,0.52,0.51,0.52,7.65,6.7,3.06,4.12,3.5699999999999994,5.67,0.51,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.37,23.2,5.610000000000001,7.73,6.63,5.15,0.0,0.52,0.0,0.0,2.55,7.220000000000001,3.5699999999999994,2.58,0.0,0.0
R_4IcXnJCqG7enIII,1.0,1.0,98.0,147.0,20.24,24.05,23.8,2.35,98.1,81.84,51.68000000000001,40.13,9.8,16.33,24.49,17.01,93.88,91.84,76.53,77.55,60.2,53.06,16.33,14.289999999999997,11.220000000000002,10.2,8.16,8.84,1.02,0.0,0.0,0.68,0.0,0.68,2.04,0.0,5.1,4.08,15.31,10.2,7.139999999999999,6.8,2.04,0.68,12.24,11.56,8.16,10.2,12.24,8.16,10.2,10.2,0.0,1.36,18.37,24.49,6.12,8.84,7.139999999999999,4.08,5.1,0.68,3.06,0.0,2.04,0.68,0.0,0.0,30.609999999999996,28.57,1.02,0.0,8.16,19.05,3.06,4.08,1.02,2.04,1.02,4.08,1.02,5.44,2.04,0.68,1.02,4.08,0.0,0.0,4.08,2.72,3.06,2.04,1.02,0.68,1.02,1.36,0.0,0.68,1.02,0.68,0.0,0.68,1.02,0.0,0.0,0.0,0.0,0.0,9.18,8.16,4.08,6.12,2.04,0.0,0.0,2.04,0.0,0.0,0.0,0.0,2.04,3.4,5.1,2.04,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.68,1.02,0.68,0.0,0.0,0.0,0.0,1.02,0.68,7.139999999999999,1.36,0.0,0.0,0.0,0.0,4.08,1.36,3.06,0.0,0.0,0.0,2.04,4.08,0.0,2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,1.02,0.0,0.0,0.0,0.0,2.72,0.0,3.4,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.0,0.0,6.12,5.44,9.18,9.52,0.0,3.4,2.04,0.68,4.08,4.08,2.04,1.36,1.02,0.0,0.0,0.0,12.24,6.12,11.220000000000002,4.08,4.08,5.44,2.04,3.4,1.02,1.36,1.02,1.36,0.0,0.0,0.0,0.0,0.0,0.0,18.37,23.13,6.12,6.8,3.06,4.76,4.08,0.68,0.0,0.0,4.08,6.8,1.02,4.08,0.0,0.0
R_4IuXMRl31zVDX2Z,1.0,1.0,253.0,236.0,21.7,22.11,23.34,2.09,87.67,76.13,43.83,25.72,12.65,14.75,18.58,15.68,94.86,90.68,73.52,72.88,55.34,56.36,16.21,18.22,11.07,10.17,6.32,8.47,1.19,0.0,0.4,0.0,0.0,0.85,2.77,0.85,5.14,8.05,13.44,12.29,7.51,5.08,0.79,0.42,9.49,13.14,9.88,11.44,8.3,7.2,8.3,6.78,1.19,1.27,20.55,20.34,7.51,8.05,5.14,3.39,4.35,1.27,3.16,0.0,1.58,0.42,0.0,0.85,32.02,32.2,0.79,0.85,16.21,18.64,5.14,3.81,0.4,2.12,3.16,2.54,5.93,7.2,0.4,0.85,4.74,4.24,0.4,0.0,6.32,2.97,3.95,1.69,2.37,1.27,3.16,1.27,1.58,0.42,1.58,0.85,0.4,0.85,0.0,0.0,0.0,0.0,0.0,0.0,12.65,8.9,5.14,6.78,0.4,0.0,0.0,1.69,0.79,0.0,0.79,0.0,2.77,4.66,7.51,2.12,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.85,0.79,1.27,0.4,0.0,0.0,0.0,0.4,1.27,6.32,2.54,1.58,0.0,0.4,0.0,3.56,2.54,1.19,0.0,0.0,0.0,3.95,4.66,0.4,3.39,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.77,0.0,0.4,0.0,0.0,0.0,1.58,0.42,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,2.54,0.79,0.85,12.25,7.63,9.49,7.63,2.37,1.27,1.98,0.42,3.16,4.24,2.77,1.69,0.0,0.0,0.79,0.42,6.32,4.24,6.72,4.24,6.72,8.47,3.56,1.69,1.19,0.42,0.4,0.0,0.79,0.42,0.0,0.0,0.0,0.0,22.53,17.8,6.72,5.51,6.32,3.81,0.79,1.27,0.4,0.0,5.93,5.08,2.37,2.12,0.0,0.0
R_4JkL95GKekfufeE,1.0,1.0,173.0,39.0,40.74,53.56,43.46,15.29,90.77,99.0,27.91,0.0,86.5,19.5,13.87,12.82,99.42,92.31,80.35,66.67,65.32,56.41,17.34,15.38,14.45,12.82,5.2,7.69,2.31,0.0,0.0,0.0,0.0,0.0,5.78,5.13,2.89,2.56,12.140000000000002,10.26,6.94,5.13,0.0,0.0,17.34,17.95,8.09,7.69,5.78,7.69,10.4,7.69,2.31,0.0,19.65,15.38,2.89,2.56,2.31,2.56,4.62,2.56,2.89,0.0,1.7300000000000002,2.56,0.0,2.56,33.53,20.51,2.31,0.0,21.39,12.82,6.359999999999999,2.56,2.31,0.0,6.94,5.13,1.7300000000000002,5.13,0.0,0.0,4.62,2.56,1.16,0.0,2.89,0.0,1.7300000000000002,0.0,1.16,0.0,2.89,0.0,1.7300000000000002,0.0,1.16,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,13.290000000000001,15.38,2.89,10.26,0.0,2.56,0.0,0.0,0.58,0.0,0.0,0.0,2.89,7.69,10.4,5.13,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,5.13,0.0,0.0,0.0,0.0,0.0,5.13,7.51,2.56,2.89,0.0,0.0,0.0,3.47,2.56,1.16,0.0,0.0,0.0,3.47,2.56,0.0,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.47,0.0,0.0,0.0,0.0,0.0,1.7300000000000002,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.94,7.69,9.83,15.38,0.58,0.0,2.89,7.69,5.78,12.82,0.0,0.0,0.0,0.0,0.58,0.0,7.51,5.13,2.89,2.56,2.31,5.13,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.05,2.56,1.16,2.56,1.16,0.0,0.0,0.0,0.0,0.0,1.7300000000000002,0.0,0.0,0.0,0.0,0.0
R_4K2wWM1201O7BbJ,1.0,1.0,180.0,478.0,82.09,31.810000000000002,53.33,10.98,55.540000000000006,70.77,6.08,22.85,20.0,10.62,28.89,28.45,91.11,80.96,63.89,54.6,47.78,39.54,8.89,12.13,2.78,8.37,0.56,5.44,0.56,0.21,0.56,0.42,1.11,2.09,0.0,0.21,6.109999999999999,3.77,16.11,10.04,8.89,4.18,0.56,1.46,13.33,6.07,4.44,7.95,6.109999999999999,6.49,6.109999999999999,4.81,1.11,1.67,8.89,13.39,8.89,7.74,7.78,3.35,5.56,3.35,2.78,1.88,2.78,1.05,0.56,0.63,25.560000000000002,25.1,1.6699999999999997,0.42,13.890000000000002,15.48,5.0,5.23,1.6699999999999997,2.72,0.56,1.46,3.89,2.9299999999999997,1.11,0.84,2.78,4.6,0.56,0.0,6.109999999999999,4.81,2.22,2.3,3.89,2.09,2.78,1.46,1.11,0.21,1.6699999999999997,0.84,0.56,0.42,0.56,0.0,0.0,0.21,0.0,0.0,8.33,10.04,2.78,5.02,1.11,0.0,0.0,0.42,0.0,0.0,0.0,0.21,1.6699999999999997,3.35,5.56,4.6,0.0,0.42,1.11,0.21,0.0,0.0,1.11,2.09,0.56,0.84,0.0,0.0,0.0,0.0,0.56,0.84,5.56,4.390000000000001,1.6699999999999997,0.0,0.0,0.0,1.6699999999999997,4.390000000000001,2.22,0.0,0.0,0.0,3.89,8.16,0.0,5.859999999999999,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,3.89,0.42,0.0,0.0,0.56,0.21,0.0,0.0,0.56,0.84,0.56,0.0,0.0,0.42,0.0,0.21,0.0,0.42,2.78,3.14,0.0,0.0,7.22,5.23,8.33,7.53,1.6699999999999997,2.09,0.56,0.42,4.44,3.14,0.56,1.67,0.56,0.0,1.11,0.63,7.22,5.859999999999999,1.6699999999999997,2.09,2.78,6.49,1.6699999999999997,1.05,0.0,1.05,0.0,0.84,0.0,0.0,0.0,0.21,0.0,0.0,17.22,34.1,5.0,7.109999999999999,3.89,2.51,0.0,4.18,0.0,0.0,0.0,4.18,8.33,16.11,0.0,0.0
R_4K6A3cW1Y4DCpEZ,1.0,1.0,133.0,231.0,2.02,8.03,1.0,1.68,98.93,53.59,1.74,8.22,19.0,16.5,13.53,17.32,94.74,90.48,78.2,73.16,64.66,54.55,19.55,19.48,15.789999999999997,13.42,13.53,10.39,0.0,0.43,0.75,0.43,0.0,0.43,1.5,1.73,3.76,6.06,10.53,10.82,3.76,4.76,2.26,0.43,9.02,9.96,14.29,9.52,10.53,9.96,10.53,8.66,1.5,2.16,22.56,22.08,6.77,5.63,3.01,1.73,2.26,3.9,0.0,2.6,1.5,0.87,0.75,0.43,34.59,25.97,0.0,0.0,18.05,17.75,2.26,3.03,4.51,0.43,4.51,4.76,3.01,5.19,0.0,1.73,5.26,5.19,0.0,0.0,6.02,4.76,1.5,1.73,4.51,3.03,2.26,2.16,0.0,0.0,2.26,2.16,0.0,0.43,1.5,0.43,0.0,0.0,0.0,0.0,11.28,13.85,7.52,9.52,0.75,0.43,0.0,0.43,0.75,0.0,1.5,0.0,3.76,6.93,3.76,4.33,0.0,0.43,0.0,0.43,0.0,0.0,0.0,0.43,0.75,1.73,0.0,0.0,0.0,0.0,0.75,1.73,3.01,2.6,0.75,0.0,0.0,0.0,2.26,2.6,0.0,0.0,0.0,0.0,0.75,5.19,0.0,3.03,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,2.16,0.75,0.43,0.0,0.0,0.75,0.87,0.0,0.0,0.0,0.0,2.26,2.16,1.5,0.87,4.51,7.36,7.52,9.09,4.51,2.6,0.75,0.43,2.26,2.16,1.5,3.46,0.0,0.43,0.0,0.87,11.28,2.6,6.02,4.76,6.02,7.36,0.75,0.43,0.0,0.87,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,5.26,19.91,5.26,5.19,0.0,3.46,0.0,0.87,0.0,0.0,0.0,6.93,0.0,3.46,0.0,0.0
R_4LUM6rz4IyYO7mN,1.0,1.0,130.0,145.0,80.15,35.73,5.04,1.0,99.0,96.71,43.1,4.28,18.57,20.71,29.23,23.45,93.85,81.38,60.0,60.69,46.15,41.38,8.46,13.79,7.69,11.72,6.92,11.03,0.0,0.0,0.0,0.0,0.0,0.69,0.77,0.0,0.77,2.07,16.15,11.72,11.54,2.07,1.54,0.69,10.0,9.66,4.62,6.21,3.08,4.14,9.23,8.28,1.54,0.69,10.77,15.17,8.46,8.28,3.85,3.45,6.92,0.69,3.85,0.69,3.08,0.0,0.77,0.0,30.77,23.45,0.0,0.69,19.23,13.79,6.15,2.76,2.31,2.76,0.77,0.69,3.08,1.38,0.0,0.69,4.62,4.83,0.77,0.69,9.23,4.83,5.38,1.38,3.85,3.45,3.08,1.38,1.54,0.0,1.54,1.38,0.0,1.38,0.77,0.0,0.0,0.0,0.0,0.0,10.0,7.59,6.15,6.21,3.08,0.0,0.0,0.0,0.77,0.0,0.0,0.0,3.08,3.45,3.85,1.38,0.0,0.0,1.54,0.0,0.0,0.0,0.0,0.69,0.77,0.69,0.0,0.0,0.0,0.0,0.77,0.69,7.69,3.45,1.54,0.0,0.0,0.0,4.62,3.45,1.54,0.0,0.0,0.0,5.38,8.97,0.77,6.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,4.83,1.54,0.0,6.92,6.21,6.92,10.34,0.77,4.14,1.54,0.69,3.85,4.14,0.77,1.38,0.0,0.0,0.0,0.69,10.0,6.21,2.31,2.76,4.62,4.14,1.54,2.07,0.77,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.62,22.07,4.62,6.21,4.62,4.83,0.77,0.69,0.0,0.0,3.08,4.83,1.54,5.52,0.0,0.0
R_4MRBxwG8obndACB,1.0,1.0,114.0,119.0,22.980000000000004,14.95,7.5,1.0,39.59,97.97,32.38,31.82,10.36,17.0,21.93,15.13,92.98,91.6,70.18,77.30999999999999,61.4,62.18,17.54,19.33,10.53,12.61,7.89,11.76,0.0,0.84,0.8800000000000001,0.0,0.0,0.0,1.75,0.0,7.02,6.72,15.79,13.45,7.89,5.04,0.0,0.0,10.53,10.92,11.4,11.76,5.26,4.2,10.53,10.08,0.0,0.84,14.91,21.85,4.39,5.88,2.63,5.04,3.51,1.68,0.8800000000000001,0.84,1.75,0.84,0.8800000000000001,0.0,25.44,29.41,0.0,0.0,20.18,23.53,4.39,6.72,2.63,1.68,7.02,6.72,2.63,5.04,0.0,0.84,4.39,7.56,0.0,0.0,4.39,2.52,2.63,1.68,1.75,0.84,2.63,0.84,0.8800000000000001,0.0,1.75,0.84,0.0,0.84,1.75,0.0,0.0,0.0,0.0,0.0,9.65,9.24,6.14,8.4,0.0,0.84,0.0,1.68,1.75,0.0,0.0,0.0,4.39,4.2,3.51,0.84,0.0,0.0,0.8800000000000001,0.0,0.0,0.0,0.0,0.0,2.63,0.84,0.0,0.0,0.0,0.0,2.63,0.84,6.14,3.36,2.63,0.0,0.0,0.0,2.63,3.36,0.8800000000000001,0.0,0.0,0.0,4.39,3.36,0.8800000000000001,3.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8800000000000001,0.84,0.0,0.0,0.8800000000000001,0.0,0.8800000000000001,0.0,0.0,0.0,6.14,6.72,5.26,7.56,0.8800000000000001,0.84,0.0,1.68,2.63,5.04,0.8800000000000001,0.84,0.0,0.0,0.8800000000000001,0.0,4.39,3.36,3.51,3.36,0.8800000000000001,1.68,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.79,12.61,9.65,5.88,2.63,3.36,0.0,0.0,0.0,0.0,1.75,0.0,1.75,3.36,0.0,0.0
R_4MbxplCaVt3pXFw,1.0,1.0,107.0,102.0,25.53,18.4,20.76,1.57,18.03,78.94,10.86,10.51,11.89,14.57,18.69,18.63,93.46,84.31,68.22,63.73,58.879999999999995,49.02,17.76,14.71,13.08,12.75,6.54,10.78,0.93,0.0,0.0,0.0,3.74,0.98,1.87,0.98,4.67,1.96,14.02,9.8,8.41,3.92,0.93,0.0,9.35,7.84,14.95,10.78,2.8,4.9,4.67,7.84,2.8,1.96,21.5,20.59,0.93,1.96,0.93,2.94,4.67,5.88,2.8,3.92,1.87,1.96,0.0,0.0,32.71,27.45,0.93,0.0,19.63,22.55,2.8,7.84,1.87,0.98,7.48,6.86,5.609999999999999,3.92,1.87,0.0,2.8,3.92,0.0,0.0,2.8,2.94,0.93,0.98,1.87,1.96,0.93,0.98,0.0,0.0,0.93,0.98,0.0,0.98,0.93,0.0,0.0,0.0,0.0,0.0,14.95,12.75,7.48,8.82,0.93,0.0,1.87,2.94,0.0,0.0,0.0,0.0,3.74,3.92,7.48,3.92,0.0,0.98,0.93,0.98,3.74,0.0,0.0,0.98,2.8,2.94,0.0,0.0,0.0,0.0,2.8,2.94,4.67,0.0,1.87,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,5.609999999999999,3.92,0.93,2.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,5.609999999999999,6.86,1.87,5.88,0.93,0.0,0.0,0.98,0.93,4.9,0.0,0.0,0.0,0.0,0.0,0.98,11.21,1.96,3.74,0.0,4.67,2.94,0.93,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.89,12.75,8.41,5.88,4.67,3.92,0.0,0.0,0.0,0.0,2.8,2.94,0.0,0.0,0.0,0.0
R_4NDmSPqopKb7O1c,1.0,1.0,222.0,213.0,35.05,20.92,34.92,3.57,83.21,70.75,47.58,15.02,10.09,10.14,18.92,14.55,92.34,88.73,70.72,69.01,54.04999999999999,51.64,13.51,17.37,9.91,11.27,4.95,8.45,1.3500000000000003,0.0,0.0,0.47,0.0,0.47,3.15,0.94,3.6,6.1,13.51,9.86,7.209999999999999,3.76,2.25,0.0,10.360000000000001,12.21,8.11,8.45,7.66,7.04,8.11,8.45,1.8,1.88,17.12,17.84,7.66,5.63,5.41,1.41,3.15,2.35,2.7000000000000006,0.94,0.45,0.94,0.0,0.47,31.08,27.23,2.7000000000000006,0.0,13.96,16.9,5.41,3.29,1.3500000000000003,0.47,2.25,4.23,3.15,7.51,0.9,0.47,3.15,4.23,0.0,0.0,7.209999999999999,5.159999999999999,4.5,2.35,2.7000000000000006,2.82,2.7000000000000006,2.35,0.9,0.94,1.8,1.41,0.45,0.94,0.45,0.0,0.0,0.0,0.0,0.0,13.06,11.27,4.95,7.51,1.3500000000000003,0.47,0.45,0.94,0.0,0.0,0.45,0.0,3.6,5.63,7.66,3.76,0.0,0.0,0.9,0.47,0.0,0.0,0.0,0.94,1.3500000000000003,0.94,0.0,0.0,0.0,0.0,1.3500000000000003,0.94,5.86,2.35,0.9,0.0,0.0,0.0,3.15,2.35,1.8,0.0,0.0,0.0,4.5,4.69,0.9,3.29,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7000000000000006,0.0,0.45,0.0,0.0,0.0,0.45,1.88,0.45,0.47,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,2.82,0.0,0.0,12.16,7.04,5.86,10.33,0.45,3.76,0.9,0.94,4.5,4.23,0.45,1.41,0.0,0.47,0.0,0.47,6.76,4.69,5.86,3.29,5.86,6.1,0.0,0.0,0.9,0.94,0.0,0.47,0.45,0.0,0.45,0.47,0.0,0.0,22.970000000000002,23.47,8.11,7.51,4.5,4.23,2.7000000000000006,3.29,0.0,0.0,5.41,5.159999999999999,2.25,3.29,0.0,0.0
R_4NwhRxEgkSXBV03,1.0,1.0,103.0,110.0,3.91,5.06,1.0,1.0,86.79,93.25,10.58,32.87,103.0,110.0,6.8,20.91,95.15,95.45,83.5,74.55,63.11,58.18,23.3,16.36,17.48,9.09,12.62,8.18,0.0,0.0,0.0,0.0,0.0,0.0,4.85,0.91,5.83,7.27,9.71,9.09,4.85,3.64,0.0,0.0,10.68,10.0,14.56,11.82,4.85,7.27,8.74,13.64,3.88,2.73,27.18,19.09,5.83,9.09,0.0,5.45,3.88,3.64,1.94,1.82,1.94,1.82,0.0,0.0,33.01,42.73,0.0,0.0,22.33,35.45,5.83,4.55,4.85,3.64,6.8,6.36,1.94,6.36,0.0,1.82,4.85,12.73,0.0,0.0,6.8,3.64,2.91,1.82,3.88,0.91,3.88,0.91,0.0,0.0,3.88,0.0,0.0,0.0,2.91,0.0,0.0,0.0,0.0,0.0,13.59,8.18,6.8,6.36,0.97,0.0,0.0,2.73,2.91,0.0,0.0,0.0,1.94,0.91,6.8,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.91,2.73,0.97,0.0,0.0,0.0,0.0,2.73,1.94,0.0,0.0,0.0,1.94,7.27,0.97,6.36,0.97,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.97,0.0,0.97,0.0,1.94,3.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,4.55,12.62,8.18,2.91,6.36,0.0,0.0,0.0,0.91,0.97,3.64,0.0,1.82,0.0,0.0,0.0,0.91,6.8,2.73,2.91,1.82,5.83,1.82,0.97,0.0,2.91,0.0,0.0,0.0,0.97,0.0,1.94,0.0,0.0,0.0,4.85,3.64,0.0,1.82,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.88,1.82,0.0,0.0
